year,immig_status,tranwork_grp,pop,pct
2017,Native-born citizens,Other,1050734,0.838093476327804
2017,Native-born citizens,Private motorized vehicle,109089584,87.01276315957604
2017,Native-born citizens,Public transport,5067553,4.042015496067884
2017,Native-born citizens,Taxicab or ride-hailing services,217975,0.17386267647430564
2017,Native-born citizens,Walked only,2649706,2.1134762107123595
2017,Native-born citizens,Worked at home,6629177,5.287608469053369
2018,Illegal immigrants,Bicycle,59935.68231371958,0.8978342977014063
2018,Illegal immigrants,Other,134494.09536733868,2.0147165594455814
2018,Illegal immigrants,Private motorized vehicle,5328939.236728636,79.827312085283893
2018,Illegal immigrants,Public transport,651870.8685493574,9.765001429241197
2018,Illegal immigrants,Taxicab or ride-hailing services,35534.705810017054,0.53230857484807
2018,Illegal immigrants,Walked only,239663.0086121063,3.5901429785341965
2018,Illegal immigrants,Worked at home,225146.3569369134,3.372684074945652
2018,Legal immigrants,Bicycle,99943,0.4948738961112913
2018,Legal immigrants,Other,194567,0.963410437396172
2018,Legal immigrants,Private motorized vehicle,16513199,81.76611795114295
2018,Legal immigrants,Public transport,1840567,9.11368042127884
2018,Legal immigrants,Taxicab or ride-hailing services,67836,0.33589411581206846
2018,Legal immigrants,Walked only,535474,2.6514323629098344
2018,Legal immigrants,Worked at home,944064,4.674590815348849
2018,Native-born citizens,Bicycle,638287,0.5033993198678778
2018,Native-born citizens,Other,1126279,0.8882651261602907
2018,Native-born citizens,Private motorized vehicle,110200799,86.91232512254943
2018,Native-born citizens,Public transport,5042292,3.976716372690093
2018,Native-born citizens,Taxicab or ride-hailing services,251317,0.19820677355364508
2018,Native-born citizens,Walked only,2628499,2.073024531086168
2018,Native-born citizens,Worked at home,6907891,5.448062754092492
2019,Illegal immigrants,Bicycle,55080.148552101855,0.8240621263076602
2019,Illegal immigrants,Other,172579.45084338856,2.5819863046390448
2019,Illegal immigrants,Private motorized vehicle,5264823.60382111,78.76779289176451
2019,Illegal immigrants,Public transport,664114.1516451341,9.935908567821269
2019,Illegal immigrants,Taxicab or ride-hailing services,33689.98960177249,0.5040408422329895
2019,Illegal immigrants,Walked only,244280.03170025974,3.654709139845575
2019,Illegal immigrants,Worked at home,249412.72602793458,3.7315001273889377
2019,Legal immigrants,Bicycle,103822,0.5073805787330801
2019,Legal immigrants,Other,225646,1.1027373588334322
2019,Legal immigrants,Private motorized vehicle,16625440,81.24891996775347
2019,Legal immigrants,Public transport,1841355,8.99874559874642
2019,Legal immigrants,Taxicab or ride-hailing services,76442,0.37357386873219656
2019,Legal immigrants,Walked only,543698,2.6570650333842365
2019,Legal immigrants,Worked at home,1045949,5.111577593817172
2019,Native-born citizens,Bicycle,622655,0.4840159721422963
2019,Native-born citizens,Other,1164616,0.9053050973853459
2019,Native-born citizens,Private motorized vehicle,111132063,86.38763602496394
2019,Native-born citizens,Public transport,5232709,4.067605228533848
2019,Native-born citizens,Taxicab or ride-hailing services,266392,0.2070777281976867
2019,Native-born citizens,Walked only,2733282,2.124695287709952
2019,Native-born citizens,Worked at home,7491765,5.823664661066933
2020,Illegal immigrants,Bicycle,36285.94034260915,0.6610604713874755
2020,Illegal immigrants,Other,103645.80034903015,1.8882283603273806
